Date,AvgTone,GoldsteinScale,NumEvents
2019-01-01,-1.8014567736970737,14.024205748865356,661
2019-01-02,-1.6544768403003043,10.428436018957346,1055
2019-01-03,-1.7095800966661638,13.530268199233717,1305
2019-01-04,-1.6201268082375841,13.30144694533762,1244
2019-01-05,-1.8126555091257144,12.482993197278912,735
2019-01-06,-1.8488589628913001,13.563049853372434,682
2019-01-07,-1.7205709192388017,12.00868809730669,1151
2019-01-08,-1.805277709019793,15.162324649298597,1497
2019-01-09,-1.7315467607107151,14.89538661468486,1539
2019-01-10,-1.6664035952692624,15.003170577045022,1577
2019-01-11,-1.7604362310059842,12.13135593220339,1652
2019-01-12,-1.712749825207496,11.313653136531366,1084
2019-01-13,0.0,0.0,0
2019-01-14,-1.629460166828536,15.987444608567209,1354
2019-01-15,-1.6821394216445524,12.562539283469516,1591
2019-01-16,-1.4343070975856167,16.62551928783383,1685
2019-01-17,-1.567312022803614,13.172457359444094,1583
2019-01-18,-1.571183694662911,10.389195825659915,1629
2019-01-19,-1.473816935266299,13.086723768736617,934
2019-01-20,-1.489725450063878,13.779326364692219,861
2019-01-21,-1.6070530831462682,13.145985401459853,1233
2019-01-22,-1.6437367878993745,14.559539918809202,1478
2019-01-23,-1.6051006241772692,17.405847953216373,1710
2019-01-24,-1.8092975063321355,15.976703552708212,1717
2019-01-25,-1.7817299294204187,13.288228155339805,1648
2019-01-26,-1.5319107375573413,15.788328387734916,1011
2019-01-27,-1.5128600305551148,12.328519855595667,831
2019-01-28,-1.6745607322323595,13.66823056300268,1492
2019-01-29,0.0,0.0,0
2019-01-30,-1.5311957724545155,15.28350208457415,1679
2019-01-31,-1.8527486520282317,12.322087842138766,1571
2019-02-01,-1.4529417004441239,12.643229166666666,1536
2019-02-02,-2.027938339601857,14.140068886337543,871
2019-02-03,-1.65485729997686,9.927207637231504,838
2019-02-04,-1.5094530533162898,14.274362818590705,1334
2019-02-05,-1.683189832745357,12.608584240871236,1561
2019-02-06,-1.8426402496314667,16.823562570462233,1774
2019-02-07,-1.7595035253292663,14.076487252124647,1765
2019-02-08,-1.6990406485406908,15.13341968911917,1544
2019-02-09,-1.6318876669756253,15.457899716177861,1057
2019-02-10,-1.3949225167136123,12.42713004484305,892
2019-02-11,-1.2940082110955633,15.164040114613181,1396
2019-02-12,-1.8306778307779525,16.62884834663626,1754
2019-02-13,-1.7254836070900301,13.596235579842137,1647
2019-02-14,-1.7190839855514963,15.480862533692722,1855
2019-02-15,-1.7278108393947393,17.420215786484953,1761
2019-02-16,-2.0238957175571577,16.57377049180328,1159
2019-02-17,-1.6595438341095103,10.86923076923077,780
2019-02-18,-2.0466661181204944,15.757379409647228,1389
2019-02-19,-1.6273465942468377,15.405232929164008,1567
2019-02-20,-1.7616865926295604,15.741379310344827,1856
2019-02-21,-1.8495666251292402,13.751284686536485,1946
2019-02-22,-1.774372159023791,11.991685144124169,1804
2019-02-23,-1.4571699958676518,13.901840490797547,1304
2019-02-24,-1.5481519090083635,14.328498293515358,1172
2019-02-25,-1.5629683371844554,13.6229216152019,1684
2019-02-26,-1.8260972699549642,14.734391534391534,1890
2019-02-27,-1.5970264308339273,16.140461215932913,1908
2019-02-28,-1.9196381043732265,11.487107623318385,1784
2019-03-01,-1.6338969257993352,12.79371921182266,1624
2019-03-02,-1.5961663094698997,14.187175043327557,1154
2019-03-03,-1.7473497966213472,12.445736434108527,1032
2019-03-04,-1.6156542694603853,14.020242914979757,1482
2019-03-05,-1.4343348164963985,14.715105162523901,1569
2019-03-06,-1.4244790667012979,11.34115523465704,1662
2019-03-07,-1.607091819571092,12.620525059665871,1676
2019-03-08,-1.878339903323363,13.936830231246475,1773
2019-03-09,-1.917957104196375,16.14006791171477,1178
2019-03-10,-1.2194988177908688,14.914851485148516,1010
2019-03-11,-1.3808848247993217,10.07016348773842,1468
2019-03-12,-1.412059487728219,16.230352303523034,1845
2019-03-13,-1.8209727527896105,12.270505160239,1841
2019-03-14,-1.7622200716436018,13.860426929392446,1827
2019-03-15,-2.039981557104796,19.23803363518758,1546
2019-03-16,-2.1272630547140765,16.308182784272052,941
2019-03-17,-1.6816814056738354,17.90268456375839,894
2019-03-18,-2.118153280166569,15.339731285988483,1563
2019-03-19,-1.8523215332574166,14.500279485746226,1789
2019-03-20,-1.8035125211674758,13.441160066926939,1793
2019-03-21,-1.723461385773817,16.31505179768434,1641
2019-03-22,-1.5935545543657912,15.792403405370006,1527
2019-03-23,-1.8123468207180464,14.339882121807465,1018
2019-03-24,-1.5711637826667013,17.4,1010
2019-03-25,-1.3351429662561367,21.987813134732566,1477
2019-03-26,-1.5835856164871673,12.13633834168058,1797
2019-03-27,-1.686611902351894,17.592303692147684,1923
2019-03-28,-1.6681220072161427,12.780024509803921,1632
2019-03-29,-1.7548972506850158,13.711467324290998,1622
2019-03-30,-1.7021346746984753,14.164125560538116,1115
2019-03-31,-1.32272032282822,20.646843549862762,1093
2019-04-01,-1.3907432875571775,14.640973630831644,1479
2019-04-02,-1.7091071278703192,12.634103019538188,1689
2019-04-03,-1.5353036805136997,12.129741616272677,1819
2019-04-04,-1.693137294956288,13.68371546149324,1701
2019-04-05,-1.6637699589006114,17.248203788373612,1531
2019-04-06,-1.6142300809635977,12.511608623548922,1206
2019-04-07,-1.8449728814238984,13.533970276008493,942
2019-04-08,-1.6821605042986596,15.205601092896174,1464
2019-04-09,-1.6946872500375314,15.578446909667194,1893
2019-04-10,-1.4769661288832845,16.20124481327801,1928
2019-04-11,-1.8596224283454674,14.804230201672405,2033
2019-04-12,-2.1330806666887003,15.524403470715836,1844
2019-04-13,-1.9599306935282992,14.72914798206278,1115
2019-04-14,-1.3844868619448736,19.7890625,896
2019-04-15,-1.47343419041954,14.712041884816754,1528
2019-04-16,-1.3995844685034275,19.21794871794872,1794
2019-04-17,-1.5196747199570522,13.336180904522614,1990
2019-04-18,-1.806269031797659,21.50615212527964,1788
2019-04-19,-1.5813863376146804,11.003566333808845,1402
2019-04-20,-1.5399678509623398,21.054808686659772,967
2019-04-21,-1.3596663394840907,17.590455049944506,901
2019-04-22,-1.6526906027723087,15.236006051437217,1322
2019-04-23,-1.6302022052614518,12.767922235722965,1646
2019-04-24,-1.7091479780357588,15.40487514863258,1682
2019-04-25,-1.6259002617555696,17.06077694235589,1596
2019-04-26,-1.5974130339665114,14.959381044487428,1551
2019-04-27,-1.6195733703260597,13.566392479435958,851
2019-04-28,-1.5521617872523743,21.117983963344788,873
2019-04-29,-1.6065538631482257,15.652173913043478,1541
2019-04-30,-1.5066102979687548,14.928788800973829,1643
2019-05-01,-1.4964679176016316,14.951990632318502,1708
2019-05-02,-1.8004940116850794,16.528798683488755,1823
2019-05-03,-1.57005475339609,15.566787003610107,1385
2019-05-04,-1.5289546879073403,16.113317757009344,856
2019-05-05,-1.2174862980068286,15.353571428571428,840
2019-05-06,-1.2909387850848246,12.259424920127795,1565
2019-05-07,-1.1561876224994743,11.680691642651297,1735
2019-05-08,-1.5381524805871336,14.80822596630327,2018
2019-05-09,-1.5403506730072947,14.388304093567251,1710
2019-05-10,-1.5296501307352846,13.64526588845655,1542
2019-05-11,-1.3440419654895515,11.007223942208462,969
2019-05-12,0.0,0.0,0
2019-05-13,-1.588391252865478,13.742727860374918,1547
2019-05-14,-1.6253150828468417,16.5409429280397,1612
2019-05-15,-1.710929900256914,20.56858407079646,1808
2019-05-16,-1.8036158700056115,17.043082524271846,1648
2019-05-17,-1.80209794670064,11.6483238456673,1581
2019-05-18,-1.9970057903278275,13.385253456221198,1085
2019-05-19,-1.7396154193759257,12.087790110998991,991
2019-05-20,-1.2233292346616627,11.937774524158126,1366
2019-05-21,-1.2908311245381616,15.402180149168101,1743
2019-05-22,-1.570334866174968,15.062534587714444,1807
2019-05-23,-1.536789165021049,16.51981707317073,1968
2019-05-24,-1.9034389113031869,13.29137529137529,1716
2019-05-25,-1.4326188461286726,15.637426900584796,1026
2019-05-26,-0.9314597086311469,21.89830508474576,1239
2019-05-27,-1.0962888847022636,12.59023539668701,1147
2019-05-28,-1.3778811502554833,12.211747643219724,1379
2019-05-29,-1.5420899849928547,15.148681055155876,1668
2019-05-30,-1.4898929681181656,17.458823529411763,1530
2019-05-31,-1.9329557715375614,13.829584185412406,1467
2019-06-01,-1.7448533018934878,20.984583761562178,973
2019-06-02,-1.4236870164230597,17.471751412429377,708
2019-06-03,-1.5813223407034698,16.38235294117647,1292
2019-06-04,-1.9149999848589778,14.190579710144927,1380
2019-06-05,-1.9268389351245758,14.364505119453925,1465
2019-06-06,-1.807115606172336,12.315086782376502,1498
2019-06-07,-1.8584274646920262,13.871495327102803,1284
2019-06-08,-1.9467171385960094,16.780207134637514,869
2019-06-09,-1.5077111891414612,16.12286689419795,879
2019-06-10,-1.2531062059852816,12.867788461538462,1248
2019-06-11,-1.6915874175450734,17.14051094890511,1644
2019-06-12,-1.4401569236380196,15.354743665291691,1697
2019-06-13,-1.8506020665650396,13.077117572692794,1582
2019-06-14,0.0,0.0,0
2019-06-15,-1.810789750864904,13.28992628992629,814
2019-06-16,-1.699040788764045,17.777490297542045,773
2019-06-17,-1.678259810686909,12.564912280701755,1425
2019-06-18,-1.6357872249924637,14.843731431966726,1683
2019-06-19,0.0,0.0,0
2019-06-20,-1.715678500402271,12.784057108863772,1681
2019-06-21,-2.012982743758808,12.784438775510203,1568
2019-06-22,-1.9717711496489003,16.674736842105265,950
2019-06-23,-1.9459357225241072,16.733954451345756,966
2019-06-24,-1.7977341734025876,13.024563671622495,1547
2019-06-25,-1.7969352269131307,13.259353202282815,1577
2019-06-26,-1.9599159203206664,10.983699059561129,1595
2019-06-27,-1.7103511896484174,15.328581126951798,1473
2019-06-28,-1.814387679883039,11.509904153354633,1565
2019-06-29,-1.7176604465031382,13.350737797956867,881
2019-06-30,-1.504970913850762,12.259452411994785,767
2019-07-01,-1.6476008422890824,11.701492537313433,1340
2019-07-02,-1.9500808443851247,16.65379403794038,1476
2019-07-03,-1.814401610184634,13.174242424242424,1452
2019-07-04,-1.9418494829268615,13.355458515283843,1145
2019-07-05,-1.7559024047682765,11.712774613506916,1229
2019-07-06,-2.0105261187617556,10.094086021505376,744
2019-07-07,-1.8755425937016865,19.39930151338766,859
2019-07-08,-1.8301257334890628,11.557634730538922,1336
2019-07-09,-1.5694657395701284,16.179759377211607,1413
2019-07-10,-1.8477010479570055,14.827298050139277,1436
2019-07-11,-1.8688933727978525,17.54306864064603,1486
2019-07-12,-2.004800801869152,13.274885145482388,1306
2019-07-13,-2.082129795192836,10.503052503052503,819
2019-07-14,-2.1981757027926068,11.01139601139601,702
2019-07-15,-1.5928644099569618,22.53296193129062,1077
2019-07-16,-2.1381686156256117,16.455081967213115,1525
2019-07-17,-1.906680181972436,11.710280373831775,1498
2019-07-18,-1.8742203540059743,11.512925170068026,1470
2019-07-19,-2.1149954603068757,16.208160442600278,1446
2019-07-20,-2.3532015157954835,21.841059602649008,906
2019-07-21,-1.96397974870746,18.551925320886813,857
2019-07-22,-1.6297514343468393,11.356626506024096,1245
2019-07-23,-1.82403642937201,12.614525139664805,1432
2019-07-24,-1.5386285177603867,15.57901159243441,1639
2019-07-25,-1.8357197031406784,12.547735191637631,1435
2019-07-26,-1.555065602541293,13.295681063122924,1204
2019-07-27,-1.687561936984619,13.49932157394844,737
2019-07-28,-1.8336930443072872,10.552367288378766,697
2019-07-29,-1.6379062921272123,12.993690851735016,1268
2019-07-30,-1.601323775256007,12.812227074235809,1374
2019-07-31,-1.5749539488751156,13.026315789473685,1406
2019-08-01,-1.5582206624614847,12.393013100436681,1374
2019-08-02,-1.9158353035299835,13.123338257016249,1354
2019-08-03,-1.8395298695390392,13.498724489795919,784
2019-08-04,-2.400725732737578,12.811001410437235,709
2019-08-05,-2.541919002755459,19.49695916594266,1151
2019-08-06,-2.0315454508481685,14.630813953488373,1376
2019-08-07,-2.1321750802793176,11.789293067947838,1457
2019-08-08,-1.9697350851150903,13.695652173913043,1495
2019-08-09,-2.1748939856991365,19.926193921852388,1382
2019-08-10,-2.4808529441169367,23.380090497737555,884
2019-08-11,-1.9275301634859578,13.281385281385282,693
2019-08-12,-1.6703435217160623,9.787750791974657,947
2019-08-13,-1.9888591698254714,19.763440860215052,1209
2019-08-14,-1.982457614271605,15.245461147421931,1377
2019-08-15,-1.658405454694201,14.49334267694464,1427
2019-08-16,-1.9175489444812845,10.760835913312693,1292
2019-08-17,-1.9943964641413077,13.588719153936545,851
2019-08-18,-1.9409506883542422,14.262678803641093,769
2019-08-19,-1.7625604607553131,13.004834810636583,1241
2019-08-20,-1.8419909056412367,14.588100686498857,1311
2019-08-21,-1.6029496354751445,18.066898954703834,1435
2019-08-22,-1.7434574229591326,12.945327399872854,1573
2019-08-23,-1.8435482258383014,11.497005988023952,1336
2019-08-24,-1.8194576559882902,15.547945205479452,803
2019-08-25,-1.509773277878744,16.467105263157894,760
