Date,AvgTone,GoldsteinScale,NumEvents
2019-08-26,-1.4229281960915074,12.379674796747967,1230
2019-08-27,-1.4768171624152173,12.241040056219255,1423
2019-08-28,-1.785504823838311,13.13421926910299,1505
2019-08-29,-1.6295332830146896,16.045132172791746,1551
2019-08-30,-1.780143069503545,12.582417582417582,1274
2019-08-31,-2.3785167873932846,14.230113636363637,704
2019-09-01,-1.8038272954413088,9.170731707317072,656
2019-09-02,-1.7241575017778925,19.53,1100
2019-09-03,-1.7698707711905122,15.52235628105039,1409
2019-09-04,-1.9248825778144245,14.9750346740638,1442
2019-09-05,-1.4901042621699814,16.039881831610046,1354
2019-09-06,-1.7644002388227025,14.476592478894858,1303
2019-09-07,-1.502599150599443,14.296244784422809,719
2019-09-08,-1.4956768019107605,9.752351097178684,638
2019-09-09,-1.4794642188515474,13.942028985507246,1242
2019-09-10,-1.610819305206792,12.54970375246873,1519
2019-09-11,-1.832214350688824,14.487833140208576,1726
2019-09-12,-1.7808120687365585,12.274361948955917,1724
2019-09-13,-1.823312787056688,12.044619422572179,1524
2019-09-14,-1.8282839100129937,13.893617021276595,846
2019-09-15,-1.9032216190750573,13.36192714453584,851
2019-09-16,-2.0299616522703405,13.136834830684174,1447
2019-09-17,-1.8695697858812583,21.2684238838085,1859
2019-09-18,-1.436533245054292,16.387377584330796,1838
2019-09-19,-1.7132942584806092,15.110535405872193,1737
2019-09-20,-1.814849107477029,12.10968660968661,1404
2019-09-21,-1.9332693963654486,11.785430463576159,755
2019-09-22,-1.2890457544669005,12.802521008403362,714
2019-09-23,0.0,0.0,0
2019-09-24,-2.019077630932473,14.554473524041388,1643
2019-09-25,-1.729613542739391,11.09526938239159,1522
2019-09-26,-1.7129299999509973,12.910406616126808,1451
2019-09-27,-1.9673263127461946,13.012186865267434,1477
2019-09-28,-2.41549922186938,14.27834008097166,988
2019-09-29,-1.9701129571087233,12.482758620689655,783
2019-09-30,-2.159527535700738,11.690799396681749,1326
2019-10-01,-1.9340201122095597,12.10126582278481,1422
2019-10-02,-1.7639312249477708,12.620558375634518,1576
2019-10-03,-1.554936289288919,17.508088675853806,1669
2019-10-04,-1.7889217747827177,14.633399866932802,1503
2019-10-05,0.0,0.0,0
2019-10-06,-1.461078845953394,11.667114093959732,745
2019-10-07,-1.8491926941406762,12.670487106017193,1396
2019-10-08,-1.9980829892994365,13.282745591939547,1588
2019-10-09,-2.0366872229733155,12.796713329275715,1643
2019-10-10,-1.935448128920529,15.112053301029679,1651
2019-10-11,-2.2478887032403643,16.62018348623853,1635
2019-10-12,-1.9538765039914516,15.88829215896885,931
2019-10-13,-1.9424772864414743,15.782231852654387,923
2019-10-14,-2.133013876236636,16.659515570934257,1445
2019-10-15,-1.9407637145238326,18.763831052944674,1681
2019-10-16,0.0,0.0,0
2019-10-17,-1.6520683037641142,13.35975975975976,1665
2019-10-18,-1.7835974898470162,9.833764553686933,1546
2019-10-19,-1.9448376729095465,14.580645161290322,1023
2019-10-20,0.0,0.0,0
2019-10-21,-1.2868561656232238,14.290929203539823,1808
2019-10-22,-1.3346793549123448,13.538668098818475,1862
2019-10-23,-1.6480567952950995,18.88081395348837,1720
2019-10-24,-1.51646579017204,11.959718670076727,1564
2019-10-25,-1.5074513767875948,12.004243281471004,1414
2019-10-26,-1.393758261127472,12.791991101223582,899
2019-10-27,-1.9488451816160934,13.628088426527958,769
2019-10-28,-1.2863748068549166,12.737631184407796,1334
2019-10-29,-1.2624191128706101,14.509933774834437,1510
2019-10-30,-1.6748434102485021,12.877734877734877,1554
2019-10-31,-1.7004420642718168,14.35756002595717,1541
2019-11-01,-1.7257401487736461,12.752460257380772,1321
2019-11-02,-1.5132098798237517,14.052164261931187,901
2019-11-03,-1.415960985149033,11.969191270860078,779
2019-11-04,-1.254222321303931,12.518156424581006,1432
2019-11-05,-1.298368571574915,13.406754772393539,2043
2019-11-06,-1.2348838430343838,13.23157894736842,2090
2019-11-07,-1.3187407151494859,11.941276115189158,1771
2019-11-08,-1.5412636323297764,14.980106100795757,1508
2019-11-09,-1.4950818471350376,15.133022170361727,857
2019-11-10,-1.5209034432052613,18.25062344139651,802
2019-11-11,-1.3877850406332017,14.044392523364486,1284
2019-11-12,-1.4184795884635113,13.828394210889043,1451
2019-11-13,-1.5466853459306136,13.855151515151515,1650
2019-11-14,-1.7060841813280863,15.956989247311828,1581
2019-11-15,-1.8423249634475767,13.969119579500656,1522
2019-11-16,-1.9390249981546035,18.047356828193834,908
2019-11-17,-1.847000227811887,12.732004429678849,903
2019-11-18,-1.4730004016516978,11.20347394540943,1209
2019-11-19,-1.711624052335281,14.14530456852792,1576
2019-11-20,-1.5852755927454503,16.106017191977077,1745
2019-11-21,-1.8130907531467628,14.94176581089543,1597
2019-11-22,-1.9835615657818206,12.835964310226492,1457
2019-11-23,-2.1325896112843736,12.664935064935065,770
2019-11-24,-1.7474984586848266,22.917843388960204,779
2019-11-25,-1.5566887400260248,18.511363636363637,1320
2019-11-26,-1.8181865683134646,12.713976945244957,1388
2019-11-27,-1.9173453855210092,14.869014084507043,1420
2019-11-28,-1.7367767597035861,11.933214603739982,1123
2019-11-29,-1.8269181446478608,12.018800358102059,1117
2019-11-30,-2.1673510472932507,10.363777089783282,646
2019-12-01,-1.8967685391249949,12.919590643274853,684
2019-12-02,-1.7181019701643012,11.32472939217319,1201
2019-12-03,-1.4857344089909803,14.40325865580448,1473
2019-12-04,-1.6349100040502877,11.846540880503145,1590
2019-12-05,-1.8792233682084822,12.798498122653317,1598
2019-12-06,0.0,0.0,0
2019-12-07,-2.2208744283056574,15.230255839822025,899
2019-12-08,-1.510371744737791,16.28083209509658,673
2019-12-09,-1.2717313178067198,13.367585630743525,1197
2019-12-10,-1.7362093240697,16.69440914866582,1574
2019-12-11,-1.941611305911258,16.94142259414226,1673
2019-12-12,-1.6911953192481193,19.744565217391305,1840
2019-12-13,-1.7306701827247444,13.601747815230961,1602
2019-12-14,-1.8769994173136269,20.929848693259974,727
2019-12-15,-1.9326666241095367,8.767475035663338,701
2019-12-16,-1.6890400259195164,13.82495511669659,1114
2019-12-17,-2.187415268971941,13.046449900464498,1507
2019-12-18,-2.2310633730806795,13.091254752851711,1578
2019-12-19,-2.221528377139326,11.530714285714286,1400
2019-12-20,-2.0514734180210623,17.724806201550386,1290
2019-12-21,-2.0551327894559748,19.068376068376068,819
2019-12-22,-1.5283847144989022,8.211981566820276,651
2019-12-23,-1.746019515165132,10.68199233716475,1044
2019-12-24,-1.6721689957451422,11.748768472906404,812
2019-12-25,-1.5478125227243489,9.838834951456311,515
2019-12-26,-2.098910242329157,11.028930817610062,795
2019-12-27,-1.7976237908833246,10.341743119266056,872
2019-12-28,-2.178097627595345,12.927586206896551,580
2019-12-29,-1.8878831411607946,10.252016129032258,496
2019-12-30,-2.059909838039718,15.310033821871476,887
2019-12-31,-2.0874869524400226,19.933333333333334,930
2020-01-01,-2.422021506406562,21.176923076923078,650
2020-01-02,0.0,0.0,0
2020-01-03,-2.6042426816325714,16.723776223776223,1144
2020-01-04,-2.439144998642878,18.45952380952381,840
2020-01-05,-2.3445750826740417,10.608028335301062,847
2020-01-06,-2.395954381076393,16.05399061032864,1278
2020-01-07,0.0,0.0,0
2020-01-08,-2.537300176700735,16.76421188630491,1548
2020-01-09,-2.283864205424119,16.905801621958826,1603
2020-01-10,-2.4168687583650286,18.44064245810056,1432
2020-01-11,-2.272003765791221,15.85533262935586,947
2020-01-12,-1.7761219211616728,16.788605697151425,667
2020-01-13,-1.8107236492598566,12.357199055861527,1271
2020-01-14,-1.8285639087555525,13.948019801980198,1616
2020-01-15,-2.061127088004128,20.834278512917454,1587
2020-01-16,-1.726187293828797,19.298257372654156,1492
2020-01-17,-1.52422105265227,13.378661087866108,1434
2020-01-18,-1.5852246746052172,11.498335183129855,901
2020-01-19,-1.697170666083943,11.760509554140127,785
2020-01-20,-1.7315058624394275,13.138775510204082,1225
2020-01-21,-1.8685578769960225,12.118008185538882,1466
2020-01-22,-1.790018596887729,16.12393681652491,1646
2020-01-23,-2.100890594647963,15.989613387189845,1733
2020-01-24,-1.8473561505028373,15.040050858232677,1573
2020-01-25,-1.832092882021958,13.77022977022977,1001
2020-01-26,-1.651750161484595,9.584734799482536,773
2020-01-27,-1.7532642182793778,12.483320403413499,1289
2020-01-28,0.0,0.0,0
2020-01-29,-1.7794487353382133,13.276044732195409,1699
2020-01-30,-1.8746170206587596,13.070675759454433,1613
2020-01-31,-1.8545007577484258,16.726256983240223,1611
2020-02-01,-1.8864223537135323,14.32897384305835,994
2020-02-02,-1.8976725798857779,15.171690694626474,763
2020-02-03,-1.703552404909451,13.631216526396328,1307
2020-02-04,-1.5245882664256278,12.105119453924914,1465
2020-02-05,-1.7233112842307323,12.217168481742473,1561
2020-02-06,-1.8694978526698072,13.714821763602252,1599
2020-02-07,-1.6613129905577992,16.09353507565337,1454
2020-02-08,-1.6117829688529268,21.36048879837067,982
2020-02-09,-1.5677052417397868,9.425754060324826,862
2020-02-10,-1.5455251036766215,15.064836003051106,1311
2020-02-11,-1.2571730384543658,22.540583554376656,1885
2020-02-12,-1.0945784481896639,17.289238845144357,1905
2020-02-13,-1.4431310975295537,13.771303258145364,1596
2020-02-14,-1.523270201353444,11.51483870967742,1550
2020-02-15,-1.8099534941000088,10.94990366088632,1038
2020-02-16,-1.5189683104923102,16.66818700114025,877
2020-02-17,-1.548235734494557,11.509963099630996,1355
2020-02-18,-1.580535935297224,14.087833827893174,1685
2020-02-19,0.0,0.0,0
2020-02-20,-1.878074581360546,11.8,1695
2020-02-21,-1.5928488545208552,11.262106537530267,1652
2020-02-22,-1.682423647160667,15.385531135531135,1092
2020-02-23,-0.9737063581316672,19.888646288209607,916
2020-02-24,-1.7931395019403265,12.681045751633986,1530
2020-02-25,-1.9520884674658525,12.428074245939674,1724
2020-02-26,-1.7327979701507268,13.524562394127612,1771
2020-02-27,-1.721618303078824,11.929851510496672,1953
2020-02-28,-1.529437596833109,13.120164126611957,1706
2020-02-29,-1.7452710823096174,13.030757097791797,1268
2020-03-01,-1.3256575835357838,14.46116504854369,1236
2020-03-02,-1.1417834475155324,18.1049547149707,1877
2020-03-03,-0.8516131270995706,16.094055944055945,2860
2020-03-04,-0.5662718951034488,18.417090216010166,3148
2020-03-05,-1.6486345940681812,12.757816377171215,2015
2020-03-06,-1.7565093792336626,10.80272952853598,1612
2020-03-07,-1.4692380439827313,12.584710743801653,968
2020-03-08,-1.4655303071220491,9.863169897377423,877
2020-03-09,-1.7477770633126606,13.348591549295774,1420
2020-03-10,-1.4488124781695013,12.457569913211186,2074
2020-03-11,-1.4116927796848346,13.912730544309492,2223
2020-03-12,-2.078150027159079,15.147713950762016,1706
2020-03-13,-2.1984299990094303,12.807692307692308,1612
2020-03-14,-2.1735079927584917,21.886100386100384,1036
2020-03-15,-2.079082163413543,17.359024390243903,1025
2020-03-16,-2.1646095789661453,14.703680598877105,1603
2020-03-17,-2.1702547114016353,19.29417825862957,1941
2020-03-18,-1.989344257687256,19.244392523364485,2140
2020-03-19,-2.3240342708859583,19.163011262596324,1687
2020-03-20,-2.172224111152268,15.55899419729207,1551
2020-03-21,-2.231476081283379,15.446088794926004,946
2020-03-22,-2.4569383154311484,16.582920792079207,808
2020-03-23,-2.2006782342068947,12.608277900960827,1353
2020-03-24,-2.0005265504287038,16.19878787878788,1650
2020-03-25,-2.1051425960334473,12.766447368421053,1520
2020-03-26,-2.235454122364065,13.588010204081632,1568
2020-03-27,-2.0560871573782795,17.579514824797844,1484
2020-03-28,-2.5182893735820286,17.410488245931283,1106
2020-03-29,-2.6043104301348423,22.165289256198346,968
2020-03-30,-2.4140919172263717,12.824246771879483,1394
2020-03-31,-2.069168092075789,11.621052631578948,1615
2020-04-01,-2.1703061507001884,14.678947368421053,1520
2020-04-02,-2.1508923907647297,16.363858363858363,1638
2020-04-03,-2.34673268067936,17.121951219512194,1517
2020-04-04,-2.438743528837704,18.189485213581598,913
2020-04-05,-2.146482768829505,9.676755447941888,826
2020-04-06,-2.1938692041037555,18.5921926910299,1204
2020-04-07,-2.1342187740266745,14.390719569603228,1487
2020-04-08,-1.9729461237219812,14.216906946264745,1526
2020-04-09,-1.9578660786072257,14.6016713091922,1436
2020-04-10,-1.9374124762057348,21.48798076923077,1248
2020-04-11,-2.4854825031997114,14.353353353353354,999
2020-04-12,-2.310735978071582,11.043296089385475,716
2020-04-13,-1.9301539093516835,14.866666666666667,1140
2020-04-14,-2.0984866967197267,13.583622484385844,1441
2020-04-15,-1.940796895977013,14.927674835624627,1673
2020-04-16,-1.9456889613056136,13.079386257505003,1499
2020-04-17,-2.03842261167732,13.227144866385373,1422
2020-04-18,-2.1849163412071144,13.247178329571106,886
2020-04-19,-2.310848659283665,17.707988980716255,726
2020-04-20,-2.1108618050212264,15.914995990376905,1247
2020-04-21,-1.816207825254904,15.78596008258775,1453
2020-04-22,-1.8740552678132618,13.662118258609487,1539
2020-04-23,-1.5914511271016223,12.407651715039577,1516
2020-04-24,-1.7365152133007045,15.322793148880105,1518
2020-04-25,-1.9696393550199371,16.66740823136819,899
2020-04-26,-1.917721345700494,14.947630922693266,802
2020-04-27,-1.9789015180028657,13.706742485783915,1231
2020-04-28,-1.8770321466601385,13.455124124761298,1571
2020-04-29,-1.5845166718029156,15.635181382614647,1461
2020-04-30,-1.864965044138625,11.537868162692847,1426
2020-05-01,-1.7339189786121596,17.061793519216277,1327
2020-05-02,-1.8906995491202065,13.257611241217798,854
2020-05-03,-1.9912753381335928,20.136186770428015,771
2020-05-04,-1.5998552742042385,15.412532637075717,1149
2020-05-05,-1.670722719585212,13.68289290681502,1438
2020-05-06,-1.7629022245165762,13.786754002911207,1374
2020-05-07,0.0,0.0,0
2020-05-08,-1.7802119857531513,13.19560272934041,1319
2020-05-09,-1.9103327924766849,13.848675914249684,793
2020-05-10,-1.787724510628973,14.43019943019943,702
2020-05-11,-1.6636583808974645,12.39642567018684,1231
2020-05-12,-1.8836932126139094,13.134035087719298,1425
2020-05-13,-1.7136178151943147,20.62349968414403,1583
2020-05-14,-1.6112854690428422,12.045068582625735,1531
2020-05-15,-1.7980770270341884,13.681686046511627,1376
2020-05-16,-1.7164804544028043,14.308132875143185,873
2020-05-17,-1.5322958355593173,11.616783216783217,715
2020-05-18,-1.669249344056728,12.177177177177176,1332
2020-05-19,-1.7354640028626473,14.060726072607261,1515
2020-05-20,-1.8883102274063823,13.315344603381014,1538
2020-05-21,-1.6921888719292486,15.063870967741936,1550
2020-05-22,-1.4987162386973971,13.350720658888127,1457
2020-05-23,-1.8561210080176413,12.473317865429234,862
2020-05-24,-2.057195412262949,16.400552486187845,724
2020-05-25,-1.9605004917216484,16.565036420395423,961
2020-05-26,-1.8380406257561945,13.134887593671941,1201
2020-05-27,-1.8922878899170004,13.747340425531915,1504
