Date,Close,High,Low,Open,Volume,AvgTone,GoldsteinScale,NumEvents,Return,Target
2015-01-02,2058.199951171875,2072.360107421875,2046.040039,2058.899902,2708700000,0.0,0.0,0.0,-0.018278105145113743,0
2015-01-05,2020.5799560546875,2054.439941,2017.3399658203125,2054.439941,3799120000,0.0,0.0,0.0,-0.008893471722946522,0
2015-01-06,2002.6099853515625,2030.25,1992.439941,2022.1500244140625,4460110000,0.0,0.0,0.0,0.01162984267174294,1
2015-01-07,2025.9000244140625,2029.6099853515625,2005.550048828125,2005.550048828125,3805480000,0.0,0.0,0.0,0.017888280629516196,1
2015-01-08,2062.139892578125,2064.080078,2030.6099853515625,2030.6099853515625,3934010000,0.0,0.0,0.0,-0.008403810837711356,0
2015-01-09,2044.810059,2064.429931640625,2038.3299560546875,2063.449951171875,3364140000,0.0,0.0,0.0,-0.008093685357978275,0
2015-01-12,2028.260009765625,2049.300048828125,2022.5799560546875,2046.1300048828125,3456460000,0.0,0.0,0.0,-0.0025785552362955766,0
2015-01-13,2023.030029296875,2056.929931640625,2008.25,2031.5799560546875,4107300000,0.0,0.0,0.0,-0.005813067095678415,0
2015-01-14,2011.27002,2018.4000244140625,1988.439941,2018.4000244140625,4378680000,0.0,0.0,0.0,-0.00924787615274425,0
2015-01-15,1992.6700439453125,2021.3499755859375,1991.469970703125,2013.75,4276720000,0.0,0.0,0.0,0.013424199395820402,1
2015-01-16,2019.4200439453125,2020.459961,1988.1199951171875,1992.25,4056410000,0.0,0.0,0.0,0.0015499523698385698,1
2015-01-20,2022.550048828125,2028.939941,2004.489990234375,2020.760009765625,3944340000,0.0,0.0,0.0,0.004731623968765364,1
2015-01-21,2032.1199951171875,2038.290039,2012.040039,2020.189941,3730070000,0.0,0.0,0.0,0.015269721747422249,1
2015-01-22,2063.149902,2064.620117,2026.3800048828125,2034.300048828125,4176050000,0.0,0.0,0.0,-0.0054915222736079405,0
2015-01-23,2051.820068359375,2062.97998,2050.540039,2062.97998,3573560000,0.0,0.0,0.0,0.002568460857030219,1
2015-01-26,2057.090087890625,2057.620117,2040.969970703125,2050.419922,3465760000,0.0,0.0,0.0,-0.013387862410411011,0
2015-01-27,2029.550048828125,2047.8599853515625,2019.9100341796875,2047.8599853515625,3329810000,0.0,0.0,0.0,-0.013495609366348305,0
2015-01-28,2002.1600341796875,2042.489990234375,2001.489990234375,2032.3399658203125,4067530000,0.0,0.0,0.0,0.009534685287099887,1
2015-01-29,2021.25,2024.6400146484375,1989.1800537109375,2002.449951171875,4127140000,0.0,0.0,0.0,-0.012991965252009852,0
2015-01-30,1994.989990234375,2023.3199462890625,1993.3800048828125,2019.3499755859375,4568650000,0.0,0.0,0.0,0.01296246371066978,1
2015-02-02,2020.8499755859375,2021.6600341796875,1980.9000244140625,1996.6700439453125,4008330000,0.0,0.0,0.0,0.014439495293299576,1
2015-02-03,2050.030029296875,2050.300048828125,2022.709961,2022.709961,4615900000,0.0,0.0,0.0,-0.0041560462088314765,0
2015-02-04,2041.510009765625,2054.739990234375,2036.719970703125,2048.860107421875,4141920000,0.0,0.0,0.0,0.010291406916386858,1
2015-02-05,2062.52002,2063.550048828125,2043.449951171875,2043.449951171875,3821990000,0.0,0.0,0.0,-0.003418172540635478,0
2015-02-06,2055.469970703125,2072.399902,2049.969970703125,2062.280029296875,4232970000,0.0,0.0,0.0,-0.004247194360987749,0
2015-02-09,2046.739990234375,2056.159912109375,2041.8800048828125,2053.469970703125,3549540000,0.0,0.0,0.0,0.010675561019232394,1
2015-02-10,2068.590087890625,2070.860107421875,2048.620117,2049.379883,3669850000,0.0,0.0,0.0,-2.903358867545336e-05,0
2015-02-11,2068.530029296875,2073.47998,2057.989990234375,2068.550048828125,3596860000,0.0,0.0,0.0,0.009644506205165548,1
2015-02-12,2088.47998,2088.530029296875,2069.97998,2069.97998,3788350000,0.0,0.0,0.0,0.004074738717090742,1
2015-02-13,2096.989990234375,2097.030029296875,2086.699951171875,2088.780029296875,3527450000,0.0,0.0,0.0,0.0015975744623728527,1
2015-02-17,2100.340087890625,2101.300048828125,2089.800048828125,2096.469970703125,3361750000,0.0,0.0,0.0,-0.0003143092177338991,0
2015-02-18,2099.679931640625,2100.22998,2092.149902,2099.159912109375,3370020000,0.0,0.0,0.0,-0.0010620573331896477,0
2015-02-19,2097.449951171875,2102.129883,2090.790039,2099.25,3247100000,0.0,0.0,0.0,0.006126533626735764,1
2015-02-20,2110.300048828125,2110.610107421875,2085.439941,2097.649902,3281600000,0.0,0.0,0.0,-0.0003033391953459752,0
2015-02-23,2109.659912109375,2110.050048828125,2103.0,2109.830078,3093680000,0.0,0.0,0.0,0.0027587706706744264,1
2015-02-24,2115.47998,2117.939941,2105.870117,2109.100098,3199840000,0.0,0.0,0.0,-0.0007657234260969314,0
2015-02-25,2113.860107421875,2119.590087890625,2109.889892578125,2115.300048828125,3312340000,0.0,0.0,0.0,-0.001476028227480719,0
2015-02-26,2110.739990234375,2113.909912109375,2103.760009765625,2113.909912109375,3408690000,0.0,0.0,0.0,-0.0029563045487578377,0
2015-02-27,2104.5,2112.739990234375,2103.75,2110.879883,3547380000,0.0,0.0,0.0,0.006124919257840311,1
2015-03-02,2117.389892578125,2117.52002,2104.5,2105.22998,3409490000,0.0,0.0,0.0,-0.0045385421527393,0
2015-03-03,2107.780029296875,2115.760009765625,2098.260009765625,2115.760009765625,3262300000,0.0,0.0,0.0,-0.00438850348301556,0
2015-03-04,2098.530029296875,2107.719970703125,2094.489990234375,2107.719970703125,3421110000,0.0,0.0,0.0,0.0011960799550558843,1
2015-03-05,2101.040039,2104.25,2095.219970703125,2098.540039,3103030000,0.0,0.0,0.0,-0.014173946560556261,0
2015-03-06,2071.260009765625,2100.909912109375,2067.27002,2100.909912109375,3853570000,0.0,0.0,0.0,0.0039444211911976446,1
2015-03-09,2079.429931640625,2083.489990234375,2072.209961,2072.25,3349090000,0.0,0.0,0.0,-0.01696133008584244,0
2015-03-10,2044.1600341796875,2076.139892578125,2044.1600341796875,2076.139892578125,3668900000,0.0,0.0,0.0,-0.0019176795748703235,0
2015-03-11,2040.239990234375,2050.080078,2039.689941,2044.689941,3406570000,0.0,0.0,0.0,0.012601439566208406,1
2015-03-12,2065.949951171875,2066.409912109375,2041.0999755859375,2041.0999755859375,3405860000,0.0,0.0,0.0,-0.006074711134582911,0
2015-03-13,2053.399902,2064.560059,2041.1700439453125,2064.560059,3498560000,0.0,0.0,0.0,0.013533671143615367,1
2015-03-16,2081.189941,2081.409912109375,2055.350098,2055.350098,3295600000,0.0,0.0,0.0,-0.0033201735060303106,0
2015-03-17,2074.280029296875,2080.590087890625,2065.080078,2080.590087890625,3221840000,0.0,0.0,0.0,0.012158421402569175,1
2015-03-18,2099.5,2106.850098,2061.22998,2072.840087890625,4128210000,0.0,0.0,0.0,-0.00487257918552042,0
2015-03-19,2089.27002,2098.689941,2085.560059,2098.689941,3305220000,0.0,0.0,0.0,0.009012754607946816,1
2015-03-20,2108.100098,2113.919922,2090.320068359375,2090.320068359375,5554120000,0.0,0.0,0.0,-0.0017457311460168379,0
2015-03-23,2104.419922,2114.860107421875,2104.419922,2107.989990234375,3267960000,0.0,0.0,0.0,-0.006139422015983054,0
2015-03-24,2091.5,2107.629883,2091.5,2103.939941,3189820000,0.0,0.0,0.0,-0.014558905652342857,0
2015-03-25,2061.050048828125,2097.429931640625,2061.050048828125,2093.100098,3521140000,0.0,0.0,0.0,-0.002377500163526336,0
2015-03-26,2056.149902,2067.149902,2045.5,2059.939941,3510670000,0.0,0.0,0.0,0.0023685617450666108,1
2015-03-27,2061.02002,2062.830078,2052.959961,2055.780029296875,3008550000,0.0,0.0,0.0,0.012236644957177578,1
2015-03-30,2086.239990234375,2088.969970703125,2064.110107421875,2064.110107421875,2917690000,0.0,0.0,0.0,-0.008795775050879251,0
2015-03-31,2067.889892578125,2084.050048828125,2067.040039,2084.050048828125,3376550000,0.0,0.0,0.0,-0.003965371467579248,0
2015-04-01,2059.689941,2067.629883,2048.379883,2067.629883,3543270000,0.0,0.0,0.0,0.0035296671869311513,1
2015-04-02,2066.959961,2072.169922,2057.320068359375,2060.030029296875,3095960000,0.0,0.0,0.0,0.0066088150025853665,1
2015-04-06,2080.620117,2086.989990234375,2056.52002,2064.870117,3302970000,0.0,0.0,0.0,-0.0020619040280095424,0
2015-04-07,2076.330078,2089.810059,2076.100098,2080.790039,3065510000,0.0,0.0,0.0,0.002682533022574818,1
2015-04-08,2081.899902,2086.689941,2073.300048828125,2076.939941,3265330000,0.0,0.0,0.0,0.004457481184234613,1
2015-04-09,2091.179931640625,2093.310059,2074.290039,2081.290039,3172360000,0.0,0.0,0.0,0.0052028652316107316,1
2015-04-10,2102.060059,2102.610107421875,2091.510009765625,2091.510009765625,3156200000,0.0,0.0,0.0,-0.0045812807860285965,0
2015-04-13,2092.429931640625,2107.649902,2092.330078,2102.030029296875,2908420000,0.0,0.0,0.0,0.0016297588743277025,1
2015-04-14,2095.840087890625,2098.620117,2083.239990234375,2092.280029296875,3301270000,0.0,0.0,0.0,0.005148195786365717,1
2015-04-15,2106.629883,2111.909912109375,2097.820068359375,2097.820068359375,4013760000,0.0,0.0,0.0,-0.000778443702360132,0
2015-04-16,2104.989990234375,2111.300048828125,2100.02002,2105.959961,3434120000,0.0,0.0,0.0,-0.011311245518606405,0
2015-04-17,2081.179931640625,2102.580078,2072.370117,2102.580078,3627600000,0.0,0.0,0.0,0.00923513150745392,1
2015-04-20,2100.399902,2103.939941,2084.110107421875,2084.110107421875,3000160000,0.0,0.0,0.0,-0.0014806051919155072,0
2015-04-21,2097.290039,2109.639892578125,2094.379883,2102.820068359375,3243410000,0.0,0.0,0.0,0.005087480415959744,1
2015-04-22,2107.959961,2109.97998,2091.050048828125,2098.27002,3348480000,0.0,0.0,0.0,0.002357715863951837,1
2015-04-23,2112.929931640625,2120.489990234375,2103.189941,2107.209961,3636670000,0.0,0.0,0.0,0.0022528003830581955,1
2015-04-24,2117.689941,2120.919922,2112.800048828125,2112.800048828125,3375780000,0.0,0.0,0.0,-0.00414131399984774,0
2015-04-27,2108.919922,2125.919922,2107.040039,2119.290039,3438750000,0.0,0.0,0.0,0.002769231635920244,1
2015-04-28,2114.760009765625,2116.040039,2094.889892578125,2108.350098,3546270000,0.0,0.0,0.0,-0.0037403354182500292,0
2015-04-29,2106.850098,2113.649902,2097.409912109375,2112.489990234375,4074970000,0.0,0.0,0.0,-0.010128906776344815,0
2015-04-30,2085.510009765625,2105.52002,2077.590087890625,2105.52002,4509680000,0.0,0.0,0.0,0.010923001629196127,1
2015-05-01,2108.290039,2108.409912109375,2087.379883,2087.379883,3379390000,0.0,0.0,0.0,0.0029407487203780835,1
2015-05-04,2114.489990234375,2120.949951171875,2110.22998,2110.22998,3091580000,0.0,0.0,0.0,-0.011837383648054312,0
2015-05-05,2089.459961,2115.239990234375,2088.459961,2112.629883,3793950000,0.0,0.0,0.0,-0.004455725007309619,0
2015-05-06,2080.149902,2098.419922,2067.929931640625,2091.260009765625,3792210000,0.0,0.0,0.0,0.003773813604708076,1
2015-05-07,2088.0,2092.899902,2074.989990234375,2079.959961,3676640000,0.0,0.0,0.0,0.013457901340996115,1
2015-05-08,2116.100098,2117.659912109375,2092.129883,2092.129883,3399440000,0.0,0.0,0.0,-0.005089560749124811,0
2015-05-11,2105.330078,2117.689941,2104.580078,2115.560059,2992670000,0.0,0.0,0.0,-0.002949637714718456,0
2015-05-12,2099.120117,2105.060059,2085.570068359375,2102.870117,3139520000,0.0,0.0,0.0,-0.0003049549164984011,0
2015-05-13,2098.47998,2110.189941,2096.040039,2099.620117,3374260000,0.0,0.0,0.0,0.01077928701516595,1
2015-05-14,2121.100098,2121.449951171875,2100.429931640625,2100.429931640625,3225740000,0.0,0.0,0.0,0.0007684135234999889,1
2015-05-15,2122.72998,2123.889892578125,2116.810059,2122.070068359375,3092080000,0.0,0.0,0.0,0.003047948270780587,1
2015-05-18,2129.199951171875,2131.780029296875,2120.010009765625,2121.300048828125,2888190000,0.0,0.0,0.0,-0.0006433746023341014,0
2015-05-19,2127.830078,2133.02002,2124.5,2129.449951171875,3296030000,0.0,0.0,0.0,-0.0009305160315531413,0
2015-05-20,2125.850098,2134.719970703125,2122.590087890625,2127.790039,3025880000,0.0,0.0,0.0,0.0023378743233357646,1
2015-05-21,2130.820068359375,2134.280029296875,2122.949951171875,2125.550048828125,3070460000,0.0,0.0,0.0,-0.0022338861127021437,0
2015-05-22,2126.060059,2132.149902,2126.060059,2130.360107421875,2571860000,0.0,0.0,0.0,-0.01028198038695427,0
2015-05-26,2104.199951171875,2125.340087890625,2099.179931640625,2125.340087890625,3342130000,0.0,0.0,0.0,0.009162641039596853,1
2015-05-27,2123.47998,2126.219970703125,2105.129883,2105.129883,3127960000,0.0,0.0,0.0,-0.0012667607066396691,0
2015-05-28,2120.790039,2122.27002,2112.860107421875,2122.27002,2980350000,0.0,0.0,0.0,-0.006318469143788197,0
2015-05-29,2107.389892578125,2120.659912109375,2104.889892578125,2120.659912109375,3927390000,0.0,0.0,0.0,0.0020594610599395935,1
2015-06-01,2111.72998,2119.149902,2102.540039,2108.639892578125,3011710000,0.0,0.0,0.0,-0.0010085958054164568,0
2015-06-02,2109.600098,2117.590087890625,2099.139892578125,2110.409912109375,3049350000,0.0,0.0,0.0,0.002118870947916962,1
2015-06-03,2114.070068359375,2121.919922,2109.610107421875,2110.639892578125,3099980000,0.0,0.0,0.0,-0.008623167576889856,0
2015-06-04,2095.840087890625,2112.889892578125,2093.22998,2112.350098,3200050000,0.0,0.0,0.0,-0.0014361829931665016,0
2015-06-05,2092.830078,2100.989990234375,2085.669922,2095.090087890625,3243690000,0.0,0.0,0.0,-0.006474509729941347,0
2015-06-08,2079.280029296875,2093.010009765625,2079.110107421875,2092.340087890625,2917150000,0.0,0.0,0.0,0.0004183528389003488,1
2015-06-09,2080.149902,2085.620117,2072.139892578125,2079.070068359375,3034580000,0.0,0.0,0.0,0.012042424994366918,1
2015-06-10,2105.199951171875,2108.5,2081.120117,2081.120117,3414320000,0.0,0.0,0.0,0.0017386264178671507,1
2015-06-11,2108.860107421875,2115.02002,2106.239990234375,2106.239990234375,3128600000,0.0,0.0,0.0,-0.0069942998817651425,0
2015-06-12,2094.110107421875,2107.429931640625,2091.330078,2107.429931640625,2719400000,0.0,0.0,0.0,-0.004622572493653387,0
2015-06-15,2084.429931640625,2091.340087890625,2072.489990234375,2091.340087890625,3061570000,0.0,0.0,0.0,0.0056898565786953625,1
2015-06-16,2096.290039,2097.399902,2082.100098,2084.260009765625,2919900000,0.0,0.0,0.0,0.0019796411387709156,1
2015-06-17,2100.439941,2106.790039,2088.860107421875,2097.399902,3222240000,0.0,0.0,0.0,0.009902710774235324,1
2015-06-18,2121.239990234375,2126.649902,2101.580078,2101.580078,3520360000,0.0,0.0,0.0,-0.0053035017498218595,0
2015-06-19,2109.989990234375,2121.639892578125,2109.449951171875,2121.060059,4449810000,0.0,0.0,0.0,0.006094866717446523,1
2015-06-22,2122.850098,2129.870117,2112.5,2112.5,3030020000,0.0,0.0,0.0,0.0006358683418801192,1
2015-06-23,2124.199951171875,2128.030029296875,2119.889892578125,2123.159912109375,3091190000,0.0,0.0,0.0,-0.007353297020489036,0
2015-06-24,2108.580078,2125.100098,2108.580078,2123.649902,3102480000,0.0,0.0,0.0,-0.002973574048915073,0
2015-06-25,2102.310059,2116.040039,2101.780029296875,2109.959961,3214610000,0.0,0.0,0.0,-0.000390079837231494,0
2015-06-26,2101.489990234375,2108.919922,2095.379883,2102.620117,5025470000,0.0,0.0,0.0,-0.02086619391956246,0
2015-06-29,2057.639892578125,2098.629883,2056.639892578125,2098.629883,3678960000,0.0,0.0,0.0,0.0026584898861461426,1
2015-06-30,2063.110107421875,2074.280029296875,2056.320068359375,2061.189941,4078540000,0.0,0.0,0.0,0.006936040168988855,1
2015-07-01,2077.419922,2082.780029296875,2067.0,2067.0,3727260000,0.0,0.0,0.0,-0.00030802280095065804,0
2015-07-02,2076.780029296875,2085.060059,2071.02002,2078.030029296875,2996540000,0.0,0.0,0.0,-0.003861756863082544,0
2015-07-06,2068.760009765625,2078.610107421875,2058.399902,2073.949951171875,3486360000,0.0,0.0,0.0,0.00608097510857486,1
2015-07-07,2081.340087890625,2083.739990234375,2044.02002,2069.52002,4458660000,0.0,0.0,0.0,-0.016652749054007043,0
2015-07-08,2046.6800537109375,2077.659912109375,2044.6600341796875,2077.659912109375,3608780000,0.0,0.0,0.0,0.0022622027711012294,1
2015-07-09,2051.310059,2074.280029296875,2049.72998,2049.72998,3446810000,0.0,0.0,0.0,0.012338484808258832,1
2015-07-10,2076.620117,2081.310059,2052.739990234375,2052.739990234375,3065070000,0.0,0.0,0.0,0.011066049496427866,1
2015-07-13,2099.600098,2100.669922,2080.030029296875,2080.030029296875,3096730000,0.0,0.0,0.0,0.00445315904718302,1
2015-07-14,2108.949951171875,2111.97998,2098.179931640625,2099.719970703125,3002120000,0.0,0.0,0.0,-0.000734986229053769,0
2015-07-15,2107.399902,2114.139892578125,2102.489990234375,2109.010009765625,3261810000,0.0,0.0,0.0,0.00801468054732779,1
2015-07-16,2124.290039,2124.419922,2110.550048828125,2110.550048828125,3227080000,0.0,0.0,0.0,0.0011061830234966319,1
2015-07-17,2126.639892578125,2128.909912109375,2119.879883,2126.800048828125,3362750000,0.0,0.0,0.0,0.00077123387202227,1
2015-07-20,2128.280029296875,2132.820068359375,2123.659912109375,2126.850098,3245870000,0.0,0.0,0.0,-0.00426168933224047,0
2015-07-21,2119.209961,2128.489990234375,2115.399902,2127.550048828125,3343690000,0.0,0.0,0.0,-0.0023877100868345824,0
2015-07-22,2114.149902,2118.510009765625,2110.0,2118.209961,3694070000,0.0,0.0,0.0,-0.005676040279191108,0
2015-07-23,2102.149902,2116.870117,2098.629883,2114.159912109375,3772810000,0.0,0.0,0.0,-0.010703328044585847,0
2015-07-24,2079.649902,2106.010009765625,2077.090087890625,2102.239990234375,3870040000,0.0,0.0,0.0,-0.005775015020713425,0
2015-07-27,2067.639892578125,2078.189941,2063.52002,2078.189941,3836750000,0.0,0.0,0.0,0.012386154626733425,1
2015-07-28,2093.25,2095.600098,2069.090087890625,2070.75,4117740000,0.0,0.0,0.0,0.007318795346650031,1
2015-07-29,2108.570068359375,2110.600098,2094.080078,2094.699951171875,4038900000,0.0,0.0,0.0,2.8367395289663477e-05,1
2015-07-30,2108.629883,2110.47998,2094.969970703125,2106.780029296875,3579410000,0.0,0.0,0.0,-0.002271520074713429,0
2015-07-31,2103.840087890625,2114.239990234375,2102.070068359375,2111.600098,3681340000,0.0,0.0,0.0,-0.0027568867634043537,0
2015-08-03,2098.040039,2105.699951171875,2087.310059,2104.489990234375,3476770000,0.0,0.0,0.0,-0.002249704749617054,0
2015-08-04,2093.320068359375,2102.510009765625,2088.600098,2097.679931640625,3546710000,0.0,0.0,0.0,0.0031146787487494887,1
2015-08-05,2099.840087890625,2112.659912109375,2095.27002,2095.27002,3968680000,0.0,0.0,0.0,-0.007752985088964159,0
2015-08-06,2083.560059,2103.320068359375,2075.530029296875,2100.75,4246570000,0.0,0.0,0.0,-0.002874882638852161,0
2015-08-07,2077.570068359375,2082.610107421875,2067.909912109375,2082.610107421875,3602320000,0.0,0.0,0.0,0.012808166466444781,1
2015-08-10,2104.179931640625,2105.350098,2080.97998,2080.97998,3514460000,0.0,0.0,0.0,-0.00955710249815489,0
2015-08-11,2084.070068359375,2102.659912109375,2076.489990234375,2102.659912109375,3708880000,0.0,0.0,0.0,0.0009500546545004873,1
