Date,Close,High,Low,Open,Volume
2015-02-25,2113.860107421875,2119.590087890625,2109.889892578125,2115.300048828125,3312340000
2015-02-26,2110.739990234375,2113.909912109375,2103.760009765625,2113.909912109375,3408690000
2015-02-27,2104.5,2112.739990234375,2103.75,2110.879883,3547380000
2015-03-02,2117.389892578125,2117.52002,2104.5,2105.22998,3409490000
2015-03-03,2107.780029296875,2115.760009765625,2098.260009765625,2115.760009765625,3262300000
2015-03-04,2098.530029296875,2107.719970703125,2094.489990234375,2107.719970703125,3421110000
2015-03-05,2101.040039,2104.25,2095.219970703125,2098.540039,3103030000
2015-03-06,2071.260009765625,2100.909912109375,2067.27002,2100.909912109375,3853570000
2015-03-09,2079.429931640625,2083.489990234375,2072.209961,2072.25,3349090000
2015-03-10,2044.1600341796875,2076.139892578125,2044.1600341796875,2076.139892578125,3668900000
2015-03-11,2040.239990234375,2050.080078,2039.689941,2044.689941,3406570000
2015-03-12,2065.949951171875,2066.409912109375,2041.0999755859375,2041.0999755859375,3405860000
2015-03-13,2053.399902,2064.560059,2041.1700439453125,2064.560059,3498560000
2015-03-16,2081.189941,2081.409912109375,2055.350098,2055.350098,3295600000
2015-03-17,2074.280029296875,2080.590087890625,2065.080078,2080.590087890625,3221840000
2015-03-18,2099.5,2106.850098,2061.22998,2072.840087890625,4128210000
2015-03-19,2089.27002,2098.689941,2085.560059,2098.689941,3305220000
2015-03-20,2108.100098,2113.919922,2090.320068359375,2090.320068359375,5554120000
2015-03-23,2104.419922,2114.860107421875,2104.419922,2107.989990234375,3267960000
2015-03-24,2091.5,2107.629883,2091.5,2103.939941,3189820000
2015-03-25,2061.050048828125,2097.429931640625,2061.050048828125,2093.100098,3521140000
2015-03-26,2056.149902,2067.149902,2045.5,2059.939941,3510670000
2015-03-27,2061.02002,2062.830078,2052.959961,2055.780029296875,3008550000
2015-03-30,2086.239990234375,2088.969970703125,2064.110107421875,2064.110107421875,2917690000
2015-03-31,2067.889892578125,2084.050048828125,2067.040039,2084.050048828125,3376550000
2015-04-01,2059.689941,2067.629883,2048.379883,2067.629883,3543270000
2015-04-02,2066.959961,2072.169922,2057.320068359375,2060.030029296875,3095960000
2015-04-06,2080.620117,2086.989990234375,2056.52002,2064.870117,3302970000
2015-04-07,2076.330078,2089.810059,2076.100098,2080.790039,3065510000
2015-04-08,2081.899902,2086.689941,2073.300048828125,2076.939941,3265330000
2015-04-09,2091.179931640625,2093.310059,2074.290039,2081.290039,3172360000
2015-04-10,2102.060059,2102.610107421875,2091.510009765625,2091.510009765625,3156200000
2015-04-13,2092.429931640625,2107.649902,2092.330078,2102.030029296875,2908420000
2015-04-14,2095.840087890625,2098.620117,2083.239990234375,2092.280029296875,3301270000
2015-04-15,2106.629883,2111.909912109375,2097.820068359375,2097.820068359375,4013760000
2015-04-16,2104.989990234375,2111.300048828125,2100.02002,2105.959961,3434120000
2015-04-17,2081.179931640625,2102.580078,2072.370117,2102.580078,3627600000
2015-04-20,2100.399902,2103.939941,2084.110107421875,2084.110107421875,3000160000
2015-04-21,2097.290039,2109.639892578125,2094.379883,2102.820068359375,3243410000
2015-04-22,2107.959961,2109.97998,2091.050048828125,2098.27002,3348480000
2015-04-23,2112.929931640625,2120.489990234375,2103.189941,2107.209961,3636670000
2015-04-24,2117.689941,2120.919922,2112.800048828125,2112.800048828125,3375780000
2015-04-27,2108.919922,2125.919922,2107.040039,2119.290039,3438750000
2015-04-28,2114.760009765625,2116.040039,2094.889892578125,2108.350098,3546270000
2015-04-29,2106.850098,2113.649902,2097.409912109375,2112.489990234375,4074970000
2015-04-30,2085.510009765625,2105.52002,2077.590087890625,2105.52002,4509680000
2015-05-01,2108.290039,2108.409912109375,2087.379883,2087.379883,3379390000
2015-05-04,2114.489990234375,2120.949951171875,2110.22998,2110.22998,3091580000
2015-05-05,2089.459961,2115.239990234375,2088.459961,2112.629883,3793950000
2015-05-06,2080.149902,2098.419922,2067.929931640625,2091.260009765625,3792210000
2015-05-07,2088,2092.899902,2074.989990234375,2079.959961,3676640000
2015-05-08,2116.100098,2117.659912109375,2092.129883,2092.129883,3399440000
2015-05-11,2105.330078,2117.689941,2104.580078,2115.560059,2992670000
2015-05-12,2099.120117,2105.060059,2085.570068359375,2102.870117,3139520000
2015-05-13,2098.47998,2110.189941,2096.040039,2099.620117,3374260000
2015-05-14,2121.100098,2121.449951171875,2100.429931640625,2100.429931640625,3225740000
2015-05-15,2122.72998,2123.889892578125,2116.810059,2122.070068359375,3092080000
2015-05-18,2129.199951171875,2131.780029296875,2120.010009765625,2121.300048828125,2888190000
2015-05-19,2127.830078,2133.02002,2124.5,2129.449951171875,3296030000
2015-05-20,2125.850098,2134.719970703125,2122.590087890625,2127.790039,3025880000
2015-05-21,2130.820068359375,2134.280029296875,2122.949951171875,2125.550048828125,3070460000
2015-05-22,2126.060059,2132.149902,2126.060059,2130.360107421875,2571860000
2015-05-26,2104.199951171875,2125.340087890625,2099.179931640625,2125.340087890625,3342130000
2015-05-27,2123.47998,2126.219970703125,2105.129883,2105.129883,3127960000
2015-05-28,2120.790039,2122.27002,2112.860107421875,2122.27002,2980350000
2015-05-29,2107.389892578125,2120.659912109375,2104.889892578125,2120.659912109375,3927390000
2015-06-01,2111.72998,2119.149902,2102.540039,2108.639892578125,3011710000
2015-06-02,2109.600098,2117.590087890625,2099.139892578125,2110.409912109375,3049350000
2015-06-03,2114.070068359375,2121.919922,2109.610107421875,2110.639892578125,3099980000
2015-06-04,2095.840087890625,2112.889892578125,2093.22998,2112.350098,3200050000
2015-06-05,2092.830078,2100.989990234375,2085.669922,2095.090087890625,3243690000
2015-06-08,2079.280029296875,2093.010009765625,2079.110107421875,2092.340087890625,2917150000
2015-06-09,2080.149902,2085.620117,2072.139892578125,2079.070068359375,3034580000
2015-06-10,2105.199951171875,2108.5,2081.120117,2081.120117,3414320000
2015-06-11,2108.860107421875,2115.02002,2106.239990234375,2106.239990234375,3128600000
2015-06-12,2094.110107421875,2107.429931640625,2091.330078,2107.429931640625,2719400000
2015-06-15,2084.429931640625,2091.340087890625,2072.489990234375,2091.340087890625,3061570000
2015-06-16,2096.290039,2097.399902,2082.100098,2084.260009765625,2919900000
2015-06-17,2100.439941,2106.790039,2088.860107421875,2097.399902,3222240000
2015-06-18,2121.239990234375,2126.649902,2101.580078,2101.580078,3520360000
2015-06-19,2109.989990234375,2121.639892578125,2109.449951171875,2121.060059,4449810000
2015-06-22,2122.850098,2129.870117,2112.5,2112.5,3030020000
2015-06-23,2124.199951171875,2128.030029296875,2119.889892578125,2123.159912109375,3091190000
2015-06-24,2108.580078,2125.100098,2108.580078,2123.649902,3102480000
2015-06-25,2102.310059,2116.040039,2101.780029296875,2109.959961,3214610000
2015-06-26,2101.489990234375,2108.919922,2095.379883,2102.620117,5025470000
2015-06-29,2057.639892578125,2098.629883,2056.639892578125,2098.629883,3678960000
2015-06-30,2063.110107421875,2074.280029296875,2056.320068359375,2061.189941,4078540000
2015-07-01,2077.419922,2082.780029296875,2067,2067,3727260000
2015-07-02,2076.780029296875,2085.060059,2071.02002,2078.030029296875,2996540000
2015-07-06,2068.760009765625,2078.610107421875,2058.399902,2073.949951171875,3486360000
2015-07-07,2081.340087890625,2083.739990234375,2044.02002,2069.52002,4458660000
2015-07-08,2046.6800537109375,2077.659912109375,2044.6600341796875,2077.659912109375,3608780000
2015-07-09,2051.310059,2074.280029296875,2049.72998,2049.72998,3446810000
2015-07-10,2076.620117,2081.310059,2052.739990234375,2052.739990234375,3065070000
2015-07-13,2099.600098,2100.669922,2080.030029296875,2080.030029296875,3096730000
2015-07-14,2108.949951171875,2111.97998,2098.179931640625,2099.719970703125,3002120000
2015-07-15,2107.399902,2114.139892578125,2102.489990234375,2109.010009765625,3261810000
2015-07-16,2124.290039,2124.419922,2110.550048828125,2110.550048828125,3227080000
2015-07-17,2126.639892578125,2128.909912109375,2119.879883,2126.800048828125,3362750000
2015-07-20,2128.280029296875,2132.820068359375,2123.659912109375,2126.850098,3245870000
2015-07-21,2119.209961,2128.489990234375,2115.399902,2127.550048828125,3343690000
2015-07-22,2114.149902,2118.510009765625,2110,2118.209961,3694070000
2015-07-23,2102.149902,2116.870117,2098.629883,2114.159912109375,3772810000
2015-07-24,2079.649902,2106.010009765625,2077.090087890625,2102.239990234375,3870040000
2015-07-27,2067.639892578125,2078.189941,2063.52002,2078.189941,3836750000
2015-07-28,2093.25,2095.600098,2069.090087890625,2070.75,4117740000
2015-07-29,2108.570068359375,2110.600098,2094.080078,2094.699951171875,4038900000
2015-07-30,2108.629883,2110.47998,2094.969970703125,2106.780029296875,3579410000
2015-07-31,2103.840087890625,2114.239990234375,2102.070068359375,2111.600098,3681340000
2015-08-03,2098.040039,2105.699951171875,2087.310059,2104.489990234375,3476770000
2015-08-04,2093.320068359375,2102.510009765625,2088.600098,2097.679931640625,3546710000
2015-08-05,2099.840087890625,2112.659912109375,2095.27002,2095.27002,3968680000
2015-08-06,2083.560059,2103.320068359375,2075.530029296875,2100.75,4246570000
2015-08-07,2077.570068359375,2082.610107421875,2067.909912109375,2082.610107421875,3602320000
2015-08-10,2104.179931640625,2105.350098,2080.97998,2080.97998,3514460000
2015-08-11,2084.070068359375,2102.659912109375,2076.489990234375,2102.659912109375,3708880000
2015-08-12,2086.050048828125,2089.060059,2052.090087890625,2081.100098,4269130000
2015-08-13,2083.389892578125,2092.929931640625,2078.260009765625,2086.189941,3221300000
2015-08-14,2091.540039,2092.449951171875,2080.610107421875,2083.149902,2795590000
2015-08-17,2102.439941,2102.870117,2079.300048828125,2089.699951171875,2867690000
2015-08-18,2096.919922,2103.469970703125,2094.139892578125,2101.989990234375,2949990000
2015-08-19,2079.610107421875,2096.169922,2070.530029296875,2095.689941,3512920000
2015-08-20,2035.72998,2076.610107421875,2035.72998,2076.610107421875,3922470000
2015-08-21,1970.8900146484375,2034.0799560546875,1970.8900146484375,2034.0799560546875,5018240000
2015-08-24,1893.209961,1965.1500244140625,1867.010009765625,1965.1500244140625,6612690000
2015-08-25,1867.6099853515625,1948.040039,1867.0799560546875,1898.0799560546875,5183560000
2015-08-26,1940.510009765625,1943.0899658203125,1872.75,1872.75,5338250000
2015-08-27,1987.6600341796875,1989.5999755859375,1942.77002,1942.77002,5006390000
2015-08-28,1988.8699951171875,1993.47998,1975.189941,1986.060059,3949080000
2015-08-31,1972.1800537109375,1986.72998,1965.97998,1986.72998,3915100000
2015-09-01,1913.8499755859375,1970.0899658203125,1903.0699462890625,1970.0899658203125,4371850000
2015-09-02,1948.8599853515625,1948.9100341796875,1916.52002,1916.52002,3742620000
2015-09-03,1951.1300048828125,1975.010009765625,1944.719970703125,1950.790039,3520700000
2015-09-04,1921.219970703125,1947.760009765625,1911.209961,1947.760009765625,3167090000
2015-09-08,1969.4100341796875,1970.4200439453125,1927.300048828125,1927.300048828125,3548650000
2015-09-09,1942.040039,1988.6300048828125,1937.8800048828125,1971.449951171875,3652120000
2015-09-10,1952.290039,1965.290039,1937.189941,1941.5899658203125,3626320000
2015-09-11,1961.050048828125,1961.050048828125,1939.189941,1951.449951171875,3218590000
2015-09-14,1953.030029296875,1963.060059,1948.27002,1963.060059,3000200000
2015-09-15,1978.0899658203125,1983.189941,1954.300048828125,1955.0999755859375,3239860000
2015-09-16,1995.310059,1997.260009765625,1977.9300537109375,1978.02002,3630680000
2015-09-17,1990.199951171875,2020.8599853515625,1986.72998,1995.3299560546875,4183790000
2015-09-18,1958.030029296875,1989.6600341796875,1953.449951171875,1989.6600341796875,6021240000
2015-09-21,1966.969970703125,1979.6400146484375,1955.800048828125,1960.8399658203125,3269350000
2015-09-22,1942.739990234375,1961.3900146484375,1929.219970703125,1961.3900146484375,3808260000
2015-09-23,1938.760009765625,1949.52002,1932.5699462890625,1943.239990234375,3190530000
2015-09-24,1932.239990234375,1937.1700439453125,1908.9200439453125,1934.810059,4091530000
2015-09-25,1931.3399658203125,1952.8900146484375,1921.5,1935.9300537109375,3721870000
2015-09-28,1881.77002,1929.1800537109375,1879.209961,1929.1800537109375,4326660000
2015-09-29,1884.0899658203125,1899.47998,1871.9100341796875,1881.9000244140625,4132390000
2015-09-30,1920.030029296875,1920.530029296875,1887.1400146484375,1887.1400146484375,4525070000
2015-10-01,1923.8199462890625,1927.209961,1900.699951171875,1919.6500244140625,3983600000
2015-10-02,1951.3599853515625,1951.3599853515625,1893.699951171875,1921.77002,4378570000
2015-10-05,1987.050048828125,1989.1700439453125,1954.3299560546875,1954.3299560546875,4334490000
2015-10-06,1979.9200439453125,1991.6199951171875,1971.989990234375,1986.6300048828125,4202400000
2015-10-07,1995.8299560546875,1999.310059,1976.439941,1982.3399658203125,4666470000
2015-10-08,2013.4300537109375,2016.5,1987.530029296875,1994.010009765625,3939140000
2015-10-09,2014.8900146484375,2020.1300048828125,2007.6099853515625,2013.72998,3706900000
2015-10-12,2017.459961,2018.6600341796875,2010.550048828125,2015.6500244140625,2893250000
2015-10-13,2003.689941,2022.3399658203125,2001.780029296875,2015,3401920000
2015-10-14,1994.239990234375,2009.560059,1990.72998,2003.6600341796875,3644590000
2015-10-15,2023.8599853515625,2024.1500244140625,1996.469970703125,1996.469970703125,3746290000
2015-10-16,2033.1099853515625,2033.540039,2020.459961,2024.3699951171875,3595430000
2015-10-19,2033.6600341796875,2034.449951171875,2022.310059,2031.72998,3287320000
2015-10-20,2030.77002,2039.1199951171875,2026.6099853515625,2033.1300048828125,3331500000
2015-10-21,2018.939941,2037.969970703125,2017.219970703125,2033.469970703125,3627790000
2015-10-22,2052.510009765625,2055.199951171875,2021.8800048828125,2021.8800048828125,4430850000
2015-10-23,2075.149902,2079.739990234375,2058.189941,2058.189941,4108460000
2015-10-26,2071.179931640625,2075.139892578125,2066.530029296875,2075.080078,3385800000
2015-10-27,2065.889892578125,2070.370117,2058.840087890625,2068.75,4216880000
2015-10-28,2090.350098,2090.350098,2063.110107421875,2066.47998,4698110000
2015-10-29,2089.409912109375,2092.52002,2082.629883,2088.350098,4008940000
2015-10-30,2079.360107421875,2094.320068359375,2079.340087890625,2090,4256200000
2015-11-02,2104.050048828125,2106.199951171875,2080.760009765625,2080.760009765625,3760020000
2015-11-03,2109.790039,2116.47998,2097.510009765625,2102.629883,4272060000
2015-11-04,2102.310059,2114.590087890625,2096.97998,2110.600098,4078870000
2015-11-05,2099.929931640625,2108.780029296875,2090.409912109375,2101.679931640625,4051890000
2015-11-06,2099.199951171875,2101.909912109375,2083.739990234375,2098.600098,4369020000
2015-11-09,2078.580078,2096.560059,2068.239990234375,2096.560059,3882350000
2015-11-10,2081.719970703125,2083.669922,2069.909912109375,2077.189941,3821440000
2015-11-11,2075,2086.939941,2074.850098,2083.409912109375,3692410000
2015-11-12,2045.969970703125,2072.290039,2045.6600341796875,2072.290039,4016370000
2015-11-13,2023.040039,2044.6400146484375,2022.02002,2044.6400146484375,4278750000
2015-11-16,2053.189941,2053.219970703125,2019.3900146484375,2022.0799560546875,3741240000
2015-11-17,2050.439941,2066.689941,2045.9000244140625,2053.669922,4427350000
2015-11-18,2083.580078,2085.310059,2051.989990234375,2051.989990234375,3926390000
2015-11-19,2081.239990234375,2086.739990234375,2078.760009765625,2083.699951171875,3628110000
2015-11-20,2089.169922,2097.060059,2082.820068359375,2082.820068359375,3929600000
2015-11-23,2086.590087890625,2095.610107421875,2081.389892578125,2089.409912109375,3587980000
2015-11-24,2089.139892578125,2094.120117,2070.290039,2084.419922,3884930000
2015-11-25,2088.870117,2093,2086.300048828125,2089.300048828125,2852940000
2015-11-27,2090.110107421875,2093.290039,2084.129883,2088.820068359375,1466840000
2015-11-30,2080.409912109375,2093.810059,2080.409912109375,2090.949951171875,4275030000
2015-12-01,2102.629883,2103.370117,2082.929931640625,2082.929931640625,3712120000
2015-12-02,2079.510009765625,2104.27002,2077.110107421875,2101.709961,3950640000
2015-12-03,2049.620117,2085,2042.3499755859375,2080.709961,4306490000
2015-12-04,2091.689941,2093.840087890625,2051.239990234375,2051.239990234375,4214910000
2015-12-07,2077.070068359375,2090.419922,2066.780029296875,2090.419922,4043820000
2015-12-08,2063.590087890625,2073.850098,2052.320068359375,2073.389892578125,4173570000
2015-12-09,2047.6199951171875,2080.330078,2036.530029296875,2061.169922,4385250000
2015-12-10,2052.22998,2067.649902,2045.6700439453125,2047.9300537109375,3715150000
2015-12-11,2012.3699951171875,2047.27002,2008.800048828125,2047.27002,4301060000
2015-12-14,2021.939941,2022.9200439453125,1993.260009765625,2013.3699951171875,4612440000
2015-12-15,2043.4100341796875,2053.870117,2025.550048828125,2025.550048828125,4353540000
2015-12-16,2073.070068359375,2076.719970703125,2042.4300537109375,2046.5,4635450000
2015-12-17,2041.8900146484375,2076.370117,2041.6600341796875,2073.760009765625,4327390000
2015-12-18,2005.550048828125,2040.810059,2005.3299560546875,2040.810059,6683070000
2015-12-21,2021.1500244140625,2022.9000244140625,2005.9300537109375,2010.27002,3760280000
2015-12-22,2038.969970703125,2042.739990234375,2020.489990234375,2023.1500244140625,3520860000
2015-12-23,2064.290039,2064.72998,2042.199951171875,2042.199951171875,3484090000
2015-12-24,2060.989990234375,2067.360107421875,2058.72998,2063.52002,1411860000
2015-12-28,2056.5,2057.77002,2044.199951171875,2057.77002,2492510000
2015-12-29,2078.360107421875,2081.560059,2060.540039,2060.540039,2542000000
2015-12-30,2063.360107421875,2077.340087890625,2061.969970703125,2077.340087890625,2367430000
2015-12-31,2043.939941,2062.540039,2043.6199951171875,2060.590087890625,2655330000
2016-01-04,2012.6600341796875,2038.199951171875,1989.6800537109375,2038.199951171875,4304880000
2016-01-05,2016.709961,2021.939941,2004.1700439453125,2013.780029296875,3706620000
2016-01-06,1990.260009765625,2011.709961,1979.050048828125,2011.709961,4336660000
2016-01-07,1943.0899658203125,1985.3199462890625,1938.8299560546875,1985.3199462890625,5076590000
2016-01-08,1922.030029296875,1960.4000244140625,1918.459961,1945.969970703125,4664940000
2016-01-11,1923.6700439453125,1935.6500244140625,1901.0999755859375,1926.1199951171875,4607290000
2016-01-12,1938.6800537109375,1947.3800048828125,1914.3499755859375,1927.8299560546875,4887260000
2016-01-13,1890.280029296875,1950.3299560546875,1886.4100341796875,1940.3399658203125,5087030000
2016-01-14,1921.8399658203125,1934.469970703125,1878.9300537109375,1891.6800537109375,5241110000
2016-01-15,1880.3299560546875,1916.6800537109375,1857.8299560546875,1916.6800537109375,5468460000
2016-01-19,1881.3299560546875,1901.439941,1864.5999755859375,1888.6600341796875,4928350000
2016-01-20,1859.3299560546875,1876.1800537109375,1812.290039,1876.1800537109375,6416070000
2016-01-21,1868.989990234375,1889.8499755859375,1848.97998,1861.459961,5078810000
2016-01-22,1906.9000244140625,1908.8499755859375,1877.4000244140625,1877.4000244140625,4901760000
2016-01-25,1877.0799560546875,1906.280029296875,1875.969970703125,1906.280029296875,4401380000
2016-01-26,1903.6300048828125,1906.72998,1878.790039,1878.790039,4357940000
2016-01-27,1882.949951171875,1916.989990234375,1872.699951171875,1902.52002,4754040000
2016-01-28,1893.3599853515625,1902.959961,1873.6500244140625,1885.219970703125,4693010000
2016-01-29,1940.239990234375,1940.239990234375,1894,1894,5497570000
2016-02-01,1939.3800048828125,1947.199951171875,1920.300048828125,1936.939941,4322530000
2016-02-02,1903.030029296875,1935.260009765625,1897.290039,1935.260009765625,4463190000
2016-02-03,1912.530029296875,1918.010009765625,1872.22998,1907.0699462890625,5172950000
2016-02-04,1915.449951171875,1927.3499755859375,1900.52002,1911.6700439453125,5193320000
2016-02-05,1880.050048828125,1913.0699462890625,1872.6500244140625,1913.0699462890625,4929940000
2016-02-08,1853.439941,1873.25,1828.459961,1873.25,5636460000
2016-02-09,1852.209961,1868.25,1834.939941,1848.459961,5183220000
2016-02-10,1851.8599853515625,1881.5999755859375,1850.3199462890625,1857.0999755859375,4471170000
2016-02-11,1829.0799560546875,1847,1810.0999755859375,1847,5500800000
2016-02-12,1864.780029296875,1864.780029296875,1833.4000244140625,1833.4000244140625,4696920000
2016-02-16,1895.5799560546875,1895.77002,1871.439941,1871.439941,4570670000
2016-02-17,1926.8199462890625,1930.6800537109375,1898.800048828125,1898.800048828125,5011540000
2016-02-18,1917.8299560546875,1930,1915.0899658203125,1927.5699462890625,4436490000
2016-02-19,1917.780029296875,1918.780029296875,1902.1700439453125,1916.739990234375,4142850000
2016-02-22,1945.5,1946.699951171875,1924.439941,1924.439941,4054710000
2016-02-23,1921.27002,1942.3800048828125,1919.439941,1942.3800048828125,3890650000
2016-02-24,1929.800048828125,1932.0799560546875,1891,1917.560059,4317250000
2016-02-25,1951.699951171875,1951.8299560546875,1925.4100341796875,1931.8699951171875,4118210000
2016-02-26,1948.050048828125,1962.959961,1945.780029296875,1954.949951171875,4348510000
2016-02-29,1932.22998,1958.27002,1931.810059,1947.1300048828125,4588180000
2016-03-01,1978.3499755859375,1978.3499755859375,1937.0899658203125,1937.0899658203125,4819750000
2016-03-02,1986.449951171875,1986.510009765625,1968.800048828125,1976.5999755859375,4666610000
2016-03-03,1993.4000244140625,1993.689941,1977.3699951171875,1985.5999755859375,5081700000
2016-03-04,1999.989990234375,2009.1300048828125,1986.77002,1994.010009765625,6049930000
2016-03-07,2001.760009765625,2006.1199951171875,1989.3800048828125,1996.1099853515625,4968180000
2016-03-08,1979.260009765625,1996.8800048828125,1977.4300537109375,1996.8800048828125,4641650000
2016-03-09,1989.260009765625,1992.689941,1979.8399658203125,1981.439941,4038120000
2016-03-10,1989.5699462890625,2005.0799560546875,1969.25,1990.969970703125,4376790000
2016-03-11,2022.189941,2022.3699951171875,1994.709961,1994.709961,4078620000
2016-03-14,2019.6400146484375,2024.5699462890625,2012.050048828125,2019.27002,3487850000
2016-03-15,2015.9300537109375,2015.939941,2005.22998,2015.27002,3560280000
2016-03-16,2027.219970703125,2032.02002,2010.040039,2014.239990234375,4057020000
2016-03-17,2040.5899658203125,2046.239990234375,2022.1600341796875,2026.9000244140625,4530480000
2016-03-18,2049.580078,2052.360107421875,2041.1600341796875,2041.1600341796875,6503140000
2016-03-21,2051.600098,2053.909912109375,2043.1400146484375,2047.8800048828125,3376600000
2016-03-22,2049.800048828125,2056.600098,2040.5699462890625,2048.639892578125,3418460000
2016-03-23,2036.709961,2048.550048828125,2034.8599853515625,2048.550048828125,3639510000
2016-03-24,2035.939941,2036.040039,2022.489990234375,2032.47998,3407720000
2016-03-28,2037.050048828125,2042.6700439453125,2031.959961,2037.8900146484375,2809090000
2016-03-29,2055.010009765625,2055.909912109375,2028.310059,2035.75,3822330000
2016-03-30,2063.949951171875,2072.209961,2058.27002,2058.27002,3590310000
2016-03-31,2059.739990234375,2067.919922,2057.459961,2063.77002,3715280000
2016-04-01,2072.780029296875,2075.070068359375,2043.97998,2056.620117,3749990000
2016-04-04,2066.129883,2074.02002,2062.570068359375,2073.189941,3485710000
2016-04-05,2045.1700439453125,2062.5,2042.560059,2062.5,4154920000
2016-04-06,2066.659912109375,2067.330078,2043.0899658203125,2045.560059,3750800000
2016-04-07,2041.9100341796875,2063.010009765625,2033.800048828125,2063.010009765625,3801250000
2016-04-08,2047.5999755859375,2060.629883,2041.689941,2045.540039,3359530000
2016-04-11,2041.989990234375,2062.929931640625,2041.8800048828125,2050.22998,3567840000
2016-04-12,2061.719970703125,2065.050048828125,2039.739990234375,2043.719970703125,4239740000
2016-04-13,2082.419922,2083.179931640625,2065.919922,2065.919922,4191830000
2016-04-14,2082.780029296875,2087.840087890625,2078.129883,2082.889892578125,3765870000
2016-04-15,2080.72998,2083.219970703125,2076.310059,2083.100098,3701450000
2016-04-18,2094.340087890625,2094.659912109375,2073.649902,2078.830078,3316880000
2016-04-19,2100.800048828125,2104.050048828125,2091.679931640625,2096.050048828125,3896830000
2016-04-20,2102.399902,2111.050048828125,2096.320068359375,2101.52002,4184880000
2016-04-21,2091.47998,2103.780029296875,2088.52002,2102.090087890625,4175290000
2016-04-22,2091.580078,2094.320068359375,2081.199951171875,2091.489990234375,3790580000
2016-04-25,2087.790039,2089.370117,2077.52002,2089.370117,3319740000
2016-04-26,2091.699951171875,2096.870117,2085.800048828125,2089.840087890625,3557190000
2016-04-27,2095.149902,2099.889892578125,2082.310059,2092.330078,4100110000
2016-04-28,2075.810059,2099.300048828125,2071.620117,2090.929931640625,4309840000
2016-04-29,2065.300048828125,2073.850098,2052.280029296875,2071.820068359375,4704720000
2016-05-02,2081.429931640625,2083.419922,2066.110107421875,2067.169922,3841110000
2016-05-03,2063.370117,2077.179931640625,2054.889892578125,2077.179931640625,4173390000
2016-05-04,2051.120117,2060.300048828125,2045.550048828125,2060.300048828125,4058560000
2016-05-05,2050.629883,2060.22998,2045.77002,2052.949951171875,4008530000
